Sequence_ID,Step_0,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60,Step_61,Step_62,Step_63,Step_64,Step_65,Step_66,Step_67,Step_68,Step_69,Step_70,Step_71,Step_72,Step_73,Step_74,Step_75,Step_76,Step_77,Step_78,Step_79,Step_80,Step_81,Step_82,Step_83,Step_84,Step_85,Step_86,Step_87,Step_88,Step_89,Step_90,Step_91,Step_92,Step_93,Step_94,Step_95,Step_96,Step_97,Step_98,Step_99,Step_100,Step_101,Step_102,Step_103,Step_104,Step_105,Step_106,Step_107,Step_108,Step_109,Step_110,Step_111,Step_112,Step_113,Step_114,Step_115,Step_116,Step_117,Step_118,Step_119,Step_120,Step_121,Step_122,Step_123,Step_124,Step_125,Step_126,Step_127,Step_128,Step_129,Step_130,Step_131,Step_132,Step_133,Step_134,Step_135,Step_136,Step_137,Step_138,Step_139,Step_140,Step_141,Step_142,Step_143,Step_144,Step_145,Step_146,Step_147,Step_148,Step_149,Step_150,Step_151,Step_152,Step_153,Step_154,Step_155,Step_156,Step_157,Step_158,Step_159,Step_160,Step_161,Step_162,Step_163,Step_164,Step_165,Step_166,Step_167,Step_168,Step_169,Step_170,Step_171,Step_172,Step_173,Step_174,Step_175,Step_176,Step_177,Step_178,Step_179,Step_180,Step_181,Step_182,Step_183,Step_184,Step_185,Step_186,Step_187,Step_188,Step_189,Step_190,Step_191
32,0.19180351,0.0,0.09448022,0.25950262,0.42710534,0.562686,0.6685221,0.7376209,0.7426154,0.682785,0.6599801,0.64882314,0.63336873,0.6131205,0.5900821,0.56659114,0.54436845,0.52413845,0.5058081,0.48871684,0.47196862,0.45504886,0.43868202,0.42537358,0.41846296,0.42552504,0.4725215,0.5700711,0.608876,0.62782675,0.6458925,0.66529584,0.68714446,0.71297485,0.7442979,0.7812068,0.82198066,0.86286217,0.8937199,0.90603745,0.8964973,0.8585337,0.79239845,0.73550045,0.70559704,0.6868689,0.6698196,0.650544,0.62698734,0.597865,0.5623886,0.5211239,0.47697774,0.4341765,0.4011381,0.384576,0.38742456,0.41413996,0.47418213,0.5509561,0.59164053,0.60955113,0.6216862,0.6337027,0.6486005,0.66990536,0.70339084,0.7571392,0.82898796,0.89603925,0.93117803,0.92887145,0.90209764,0.85722524,0.79995865,0.7483235,0.7141007,0.6927941,0.677378,0.6633196,0.6471699,0.6246789,0.588989,0.53035384,0.45110542,0.38073292,0.34331128,0.33849922,0.35940075,0.4037038,0.47186276,0.538394,0.5758448,0.5948376,0.6068687,0.61681396,0.62759864,0.6430202,0.67181593,0.7379694,0.85459024,0.93841714,0.96011794,0.9429518,0.9055685,0.85683477,0.80535465,0.76037824,0.72631973,0.70191455,0.68385977,0.6692174,0.6552885,0.6382556,0.6090767,0.5392772,0.41163084,0.32676378,0.30412868,0.316605,0.34831858,0.39907604,0.46529523,0.5240454,0.5605729,0.5816094,0.5953303,0.60580844,0.61551285,0.62734866,0.649283,0.72400403,0.89780384,0.9715103,0.97028947,0.9425175,0.90313965,0.85912853,0.8168255,0.7793838,0.7471665,0.719577,0.69596016,0.6757484,0.65799475,0.6405604,0.61671907,0.544186,0.37001207,0.285187,0.28405195,0.3042546,0.33652294,0.38209972,0.4360123,0.48582083,0.52413666,0.55174255,0.5726642,0.59016603,0.60637593,0.62339425,0.6463049,0.7187504,0.94973284,0.9999994,0.9860541,0.95900846,0.9285047,0.89957213,0.8733512,0.84841317,0.82235473,0.7918601,0.7519859,0.69675577,0.6345385,0.5942372,0.5461203,0.47202334,0.28240052,0.17071769,0.16893847,0.17478521,0.18239108,0.18844765,0.19048782,0.18763927,0.18079436,0.17267936,0.16884907,0.18402064
33,0.8171229,0.67441595,0.6547949,0.6770488,0.7004512,0.73264545,0.7690974,0.81604254,0.88921434,0.9835768,0.9999993,0.97848964,0.9453086,0.90739775,0.86811304,0.8297556,0.7936524,0.7601694,0.7286047,0.69742703,0.66443735,0.6272028,0.5839071,0.53296375,0.47133148,0.39439538,0.28663465,0.15234949,0.11385591,0.11763722,0.13363437,0.1558373,0.18356968,0.2182054,0.26172227,0.31506458,0.3779899,0.44964322,0.5235424,0.5950001,0.66564536,0.7436193,0.83351135,0.8998905,0.926568,0.93156576,0.9246454,0.9085207,0.8834509,0.848862,0.80400956,0.7490807,0.68622774,0.6178453,0.54901195,0.48141214,0.41283828,0.339105,0.24708197,0.15077998,0.10453664,0.09109579,0.09076402,0.09813522,0.113056265,0.13850456,0.18140894,0.2521861,0.35021073,0.4529992,0.5385825,0.6145999,0.6833269,0.7517689,0.82221,0.8795633,0.913276,0.92892015,0.93367547,0.93059176,0.91940093,0.8967514,0.855021,0.7820873,0.67902243,0.5773398,0.49743906,0.4308388,0.36819,0.2985783,0.21364997,0.13738166,0.097752415,0.08174249,0.0762428,0.07662986,0.08246983,0.09683792,0.13011679,0.21225485,0.3612441,0.48285404,0.55749756,0.6176241,0.6757345,0.73521453,0.7917894,0.8375266,0.86857665,0.8868707,0.8963133,0.8994949,0.8967982,0.88563293,0.855978,0.77308285,0.6133834,0.49330473,0.42493504,0.37251997,0.32046646,0.25688186,0.18111546,0.116705716,0.079198934,0.060705006,0.051760033,0.047800086,0.04754488,0.052738324,0.072695434,0.16083933,0.37635657,0.48672467,0.5377318,0.58221424,0.6277898,0.673259,0.7140792,0.74788976,0.7746141,0.7948094,0.80913067,0.81822026,0.8223504,0.8201726,0.80435836,0.72299016,0.50671154,0.38066956,0.33368188,0.29606876,0.25463182,0.20256978,0.14371927,0.091287196,0.053270005,0.028846787,0.013810899,0.004831901,0.00012334957,0.0,0.010488967,0.08794399,0.3722818,0.4609999,0.49707752,0.53070945,0.5606664,0.5835158,0.5987771,0.60824525,0.6141916,0.6188448,0.62385964,0.6183982,0.6142426,0.63915074,0.6557476,0.6228218,0.4121577,0.26671156,0.24654177,0.23256499,0.22196119,0.21615525,0.21703571,0.22519805,0.23943855,0.2566054,0.2705184,0.26552486
34,0.028512554,0.15747844,0.33489284,0.5100188,0.66326106,0.7601893,0.81208456,0.8120435,0.72093564,0.543954,0.460701,0.4187695,0.3844936,0.35283622,0.32360646,0.29763412,0.2755595,0.25734386,0.24259476,0.23066193,0.22101907,0.21381374,0.21059135,0.21510057,0.23290399,0.27578768,0.38464037,0.57293046,0.641515,0.664665,0.68109107,0.6964722,0.71256363,0.7307534,0.7521139,0.77630204,0.80111986,0.82190615,0.82820874,0.8109179,0.7650035,0.6783151,0.54976904,0.445113,0.39416382,0.36771157,0.34890574,0.33144686,0.3125726,0.29086456,0.26563296,0.237506,0.20919728,0.18503195,0.17347711,0.18238528,0.21660492,0.28399083,0.40326595,0.54745096,0.62223387,0.6520979,0.6683255,0.68086445,0.69375026,0.71027976,0.73490673,0.77350247,0.82339454,0.8645084,0.8709791,0.83198553,0.7640726,0.6727632,0.56487715,0.4710998,0.41124475,0.3765551,0.3545033,0.33781332,0.3221432,0.30354348,0.27666914,0.23445168,0.1793226,0.13477258,0.12246785,0.14584677,0.20048,0.28865293,0.415341,0.537043,0.60447836,0.6369191,0.65536666,0.6683711,0.6799883,0.69382703,0.7166987,0.76657397,0.8523748,0.90701944,0.9006522,0.84928703,0.7722423,0.6799898,0.58605963,0.5061758,0.44761592,0.4076124,0.37995926,0.35961792,0.3428975,0.3260653,0.30203533,0.24995297,0.1581865,0.1031829,0.104529046,0.14366479,0.20746097,0.3013341,0.4214633,0.52759784,0.59280103,0.629065,0.65132976,0.66703784,0.68002176,0.6933456,0.71328235,0.7718856,0.90303195,0.94949776,0.92363036,0.86546063,0.79159033,0.71200997,0.63725144,0.57246655,0.51803714,0.47282165,0.43558574,0.4052403,0.38039505,0.35887793,0.3353431,0.27887848,0.15247259,0.09988597,0.11917092,0.16168042,0.22155145,0.30364692,0.40012947,0.48895648,0.55658877,0.6041536,0.63870937,0.6660233,0.68970495,0.7123796,0.7380409,0.79876524,0.9746297,0.9999989,0.96407723,0.9118747,0.856973,0.8077031,0.76573664,0.7282984,0.6911066,0.64876443,0.594059,0.52429634,0.4451206,0.38147578,0.31177783,0.23130383,0.082444556,0.004033131,0.010575275,0.024113605,0.038434528,0.048695702,0.050912667,0.0437119,0.028766574,0.010942615,0.0,0.021470737
35,0.99999976,0.8247727,0.6609121,0.52814686,0.4251367,0.35555422,0.3119951,0.2913894,0.2970642,0.32373804,0.3254648,0.31645596,0.3058721,0.29531214,0.28519195,0.27571383,0.26695088,0.25883842,0.25111374,0.24332444,0.23485652,0.22497377,0.2130032,0.19813131,0.17897978,0.15312923,0.11237589,0.05667056,0.039384883,0.03842808,0.041618828,0.046702106,0.05332667,0.06176087,0.07248662,0.08580037,0.101824366,0.12070472,0.14145933,0.16351499,0.18776102,0.21757084,0.25434244,0.28230327,0.2943076,0.29803786,0.29772735,0.29469675,0.28926364,0.2813886,0.2709214,0.2578479,0.24254186,0.22527725,0.20672989,0.18664545,0.1639435,0.1366964,0.09942884,0.058605243,0.03848428,0.03190327,0.030354965,0.0313764,0.034558717,0.040476564,0.05074288,0.06785434,0.091855906,0.11797621,0.1420986,0.16733235,0.19290893,0.22037943,0.24981552,0.27427232,0.28905287,0.2965134,0.29978988,0.3003828,0.2985914,0.29382426,0.2843897,0.26747915,0.24317692,0.21830003,0.19666588,0.17553192,0.15263046,0.124637306,0.08869607,0.055661775,0.038106333,0.03054745,0.027296286,0.026243944,0.026901482,0.029840736,0.037468467,0.056886934,0.09251485,0.122917585,0.14499009,0.16670994,0.19003008,0.21502358,0.23931177,0.25927818,0.2732045,0.2818888,0.28698614,0.2896711,0.290375,0.28869602,0.2824171,0.26354656,0.22643076,0.19724475,0.17762116,0.15905973,0.13831916,0.11149777,0.0787515,0.050525103,0.033771917,0.02514102,0.020542463,0.017979749,0.016741946,0.017060881,0.021083388,0.041492376,0.09247973,0.12037033,0.137316,0.15513557,0.17460462,0.19452748,0.21269129,0.22798187,0.24034585,0.25004455,0.2573758,0.2626221,0.2659786,0.26725575,0.26484618,0.24675404,0.19657737,0.16540329,0.1501928,0.1355148,0.11813217,0.09565221,0.06988456,0.04665293,0.029511966,0.018123059,0.010638638,0.0055680037,0.002068156,0.0,0.0007601035,0.017913714,0.08509646,0.108592235,0.1221069,0.136303,0.14966732,0.16049564,0.16851395,0.17447817,0.17941815,0.18444242,0.19065812,0.19521874,0.20101997,0.21377033,0.2247012,0.22253048,0.17599837,0.14166728,0.13528156,0.13002124,0.1256503,0.123029985,0.12307916,0.12608726,0.13155551,0.13813089,0.14312987,0.1397073
36,0.99999994,0.73575544,0.5462743,0.41949037,0.33636272,0.2795135,0.23983485,0.20954126,0.17935583,0.1460171,0.1253913,0.11149306,0.100278005,0.09072029,0.082474336,0.075432636,0.069520436,0.06459269,0.06044372,0.05682324,0.053484168,0.050274413,0.04728157,0.044919576,0.04376634,0.045155745,0.053709425,0.07128784,0.07823006,0.08155534,0.0846945,0.08805667,0.09183823,0.09630584,0.101720355,0.10809591,0.11512894,0.122156195,0.1274045,0.12938112,0.12749499,0.12056207,0.108616695,0.09837294,0.09301265,0.089688666,0.08669518,0.08333397,0.07924212,0.074193075,0.06805016,0.060912523,0.05328747,0.04591591,0.040269393,0.037530046,0.038221862,0.043145437,0.054008804,0.06784256,0.075161815,0.078364834,0.08051119,0.0826152,0.08520758,0.08890411,0.09470529,0.10401207,0.11644262,0.1280116,0.13398445,0.13336226,0.12843356,0.12030665,0.1099846,0.10069611,0.094552234,0.09074275,0.088004686,0.085529424,0.08270665,0.07879642,0.07260729,0.06245082,0.04873676,0.03658602,0.030195387,0.029528921,0.033393912,0.04141301,0.053690493,0.06565929,0.072388455,0.07578977,0.07793132,0.0796891,0.08158004,0.084266126,0.08926542,0.10073365,0.1209391,0.13542135,0.13904856,0.13584362,0.12906922,0.120284826,0.11102425,0.10294515,0.096837536,0.09247261,0.089255154,0.08665924,0.08420484,0.08122707,0.07615397,0.06405233,0.041944385,0.027283408,0.023473287,0.02582116,0.031566825,0.04070996,0.052619077,0.06318018,0.069739595,0.07350928,0.07595952,0.077823184,0.079538606,0.081616946,0.08543958,0.098406956,0.12853816,0.14126296,0.14090325,0.1358664,0.12877466,0.12086498,0.11327137,0.10655761,0.10078692,0.09585404,0.09163961,0.08804223,0.0848928,0.08181813,0.07764927,0.06505989,0.034886643,0.020248769,0.020176893,0.023849357,0.029663691,0.03785927,0.04754758,0.056494337,0.06337078,0.06831778,0.07205699,0.075176254,0.07805454,0.08106311,0.085085005,0.09767984,0.13773328,0.14637424,0.14380592,0.13892792,0.13344923,0.12826894,0.12358989,0.11915373,0.114529856,0.10912593,0.10206305,0.09231538,0.081329755,0.07413821,0.06558934,0.052587952,0.019669903,0.0003401321,8.118247e-05,0.0011516359,0.0025243578,0.0036095716,0.003967673,0.0034420725,0.0021944938,0.0007145983,0.0,0.0026931402
37,0.9999992,0.37339222,0.19523229,0.20240007,0.28652102,0.3731071,0.4442284,0.48045397,0.44475526,0.3379465,0.29698676,0.28248098,0.2695011,0.25504884,0.23978409,0.22500393,0.21174453,0.20036373,0.19084348,0.18286993,0.17614782,0.1708817,0.16833542,0.17148574,0.1846544,0.21700445,0.3001613,0.44458172,0.49741474,0.5156343,0.5288283,0.54131347,0.55445176,0.5693525,0.5868925,0.60683346,0.6274522,0.6451139,0.6515396,0.6395328,0.60519373,0.5391921,0.44070002,0.3602923,0.32101616,0.30043685,0.28559864,0.27162817,0.2563758,0.23871408,0.2180987,0.1950221,0.17165253,0.15142085,0.14104244,0.14669566,0.17211682,0.22333495,0.3146682,0.42524707,0.48262215,0.5056238,0.51825887,0.52817297,0.53851026,0.551897,0.571941,0.6034301,0.644276,0.67839426,0.6851862,0.6563691,0.6048478,0.5350371,0.45227298,0.38019377,0.33410314,0.3073032,0.29015872,0.27704698,0.26457304,0.24958214,0.22773898,0.19328496,0.14814714,0.111324325,0.100151435,0.11714771,0.15864725,0.22618777,0.32343456,0.4168667,0.46864662,0.49360853,0.5078726,0.5180121,0.52717847,0.5382471,0.5567281,0.59722924,0.6670698,0.71210897,0.7086848,0.66991186,0.6110611,0.5403393,0.4681919,0.4067475,0.36162826,0.33073533,0.30931136,0.29347527,0.28035167,0.26697,0.24759425,0.20523204,0.13033722,0.084986985,0.08472329,0.11431687,0.16317861,0.23527697,0.32757375,0.4090898,0.45917875,0.487069,0.5042394,0.5163983,0.5265074,0.5369895,0.5529163,0.6003266,0.7068175,0.7452603,0.72617245,0.6817829,0.62516004,0.5640503,0.5065693,0.4566973,0.41474244,0.37983993,0.35103855,0.32751346,0.30817938,0.29132003,0.27260914,0.2268656,0.12379881,0.08024094,0.09441821,0.12692659,0.17291412,0.23602638,0.31019488,0.3784572,0.43043882,0.46702552,0.4936508,0.51475245,0.5331044,0.5507594,0.57095104,0.6197857,0.7624622,0.7840344,0.7568225,0.7168742,0.67473286,0.63681465,0.6044195,0.57542664,0.54655087,0.5136227,0.4710481,0.41649818,0.35460132,0.3053846,0.2512545,0.18770105,0.06720356,0.0030843914,0.007818036,0.018141787,0.029143948,0.03705552,0.038805634,0.033329908,0.02191135,0.008294161,0.0,0.016702706
38,0.0,0.36313725,0.58259135,0.72033846,0.8106509,0.86807007,0.90514624,0.9259924,0.9260967,0.9070677,0.899417,0.89581037,0.89150095,0.8862127,0.8803792,0.8745413,0.86909056,0.86418355,0.85978997,0.85573894,0.8518221,0.847937,0.8443162,0.8416694,0.8409621,0.84434557,0.85919577,0.8883515,0.89967734,0.90478456,0.90941846,0.9142995,0.9197454,0.9261466,0.93387806,0.9429501,0.95289284,0.9626951,0.9697101,0.97169864,0.967723,0.95583826,0.93603694,0.9192266,0.9105549,0.9053508,0.9008363,0.89589113,0.8899529,0.8826805,0.87387174,0.86367995,0.85285085,0.84249455,0.8348012,0.8315671,0.83363587,0.8423027,0.86040515,0.88316846,0.89515114,0.900297,0.90361726,0.9067609,0.91054904,0.91588867,0.9242251,0.9375708,0.955341,0.97170454,0.9796656,0.97756344,0.9689123,0.95532334,0.93832016,0.9231175,0.91312975,0.9070173,0.9027216,0.8989491,0.89476204,0.88906705,0.8801433,0.86556375,0.8459435,0.8287093,0.8200298,0.819974,0.82684314,0.8402221,0.8604027,0.879993,0.89096504,0.89645445,0.89984375,0.90255374,0.90539044,0.9093328,0.91657096,0.9330911,0.9621313,0.982723,0.98721695,0.9813565,0.97000813,0.95553726,0.9403811,0.9272199,0.91732615,0.9103156,0.90520984,0.9011564,0.8974108,0.8929825,0.88559943,0.868167,0.83643883,0.8156039,0.8107287,0.8151091,0.824721,0.8397449,0.85922366,0.87646574,0.88714457,0.8932384,0.89715487,0.9000934,0.90274805,0.90588427,0.91150093,0.93025243,0.97366273,0.9917035,0.99038255,0.9819228,0.97027147,0.9573623,0.945016,0.9341385,0.9248276,0.91690964,0.9101903,0.9045031,0.89958096,0.8948692,0.88867354,0.87046146,0.8271236,0.8064041,0.8069753,0.81317973,0.8227432,0.83613735,0.85194004,0.8665127,0.8776849,0.88568217,0.8916791,0.8966297,0.9011466,0.9057986,0.9118626,0.93020004,0.98795253,0.9999998,0.9954839,0.98743176,0.97850657,0.97015303,0.96268874,0.95568943,0.94845325,0.94003266,0.929046,0.9140719,0.89717346,0.8857061,0.87227184,0.85270745,0.8050548,0.77738714,0.7772787,0.7791283,0.78139555,0.78315043,0.7836895,0.78276205,0.78063595,0.77810884,0.77680814,0.78102726
39,0.5637172,0.41642466,0.47578028,0.59900737,0.72807765,0.8369203,0.92397714,0.9845928,0.99999917,0.9667649,0.9333576,0.89539826,0.8503886,0.80095685,0.75034684,0.70160043,0.6567062,0.6162485,0.5795564,0.5449996,0.5104549,0.47406816,0.4355654,0.39653125,0.3587186,0.32723495,0.31984314,0.3489126,0.36769024,0.38789144,0.41324574,0.44295964,0.47779533,0.51990503,0.5717366,0.63385266,0.7044715,0.77955335,0.84609157,0.8935419,0.9194974,0.92163986,0.9024246,0.88036937,0.8646384,0.84890014,0.82880956,0.8019163,0.7663688,0.7206137,0.66352326,0.5957443,0.5212035,0.44526085,0.37870342,0.3289831,0.2978962,0.28772464,0.30121937,0.3289182,0.3459092,0.3567733,0.36842367,0.38373867,0.4055582,0.43877319,0.4924058,0.5794458,0.69749814,0.8133094,0.8897859,0.92537665,0.9337303,0.9244412,0.904103,0.88264894,0.86624706,0.8533391,0.8407028,0.8254527,0.8040829,0.7707789,0.7150254,0.62124527,0.49226633,0.37272072,0.2963861,0.2587466,0.24836105,0.25753465,0.28251624,0.3100852,0.32718927,0.33785614,0.3468855,0.35675886,0.37012133,0.39217407,0.43651286,0.5411643,0.72775304,0.86910135,0.9271585,0.9404993,0.93330467,0.9157894,0.8941238,0.87330943,0.85573167,0.84113806,0.82828057,0.8156034,0.8006707,0.77846164,0.7351232,0.6254774,0.42093092,0.27808213,0.22204971,0.2084588,0.2139726,0.23249057,0.2601124,0.28594044,0.303208,0.3146636,0.32365206,0.33192155,0.34124425,0.3553137,0.38643667,0.50232005,0.77705497,0.90299445,0.9271585,0.9224478,0.90704864,0.8870855,0.866425,0.8469524,0.8289899,0.8122441,0.7964097,0.7812678,0.76602495,0.74793744,0.7167615,0.60529065,0.3272037,0.18158479,0.15732218,0.1586808,0.17001136,0.18916894,0.21311896,0.23614317,0.25496653,0.26995212,0.28299958,0.2956671,0.30915222,0.32565993,0.353087,0.46143913,0.8252339,0.91773236,0.9221809,0.9127692,0.898178,0.88155246,0.8637607,0.8443073,0.82199967,0.79472166,0.7584865,0.70204765,0.6393689,0.6124371,0.57369155,0.4848144,0.19436774,0.012746884,0.0010916969,0.0,0.0023060294,0.0054272246,0.007870317,0.009060604,0.009296256,0.009717064,0.012768526,0.025282161
40,0.0,0.620035,0.87333274,0.95068085,0.94679433,0.92471755,0.9049573,0.9012802,0.93011636,0.98821235,0.99999964,0.99119586,0.97822624,0.9642645,0.950286,0.936789,0.9240096,0.9119478,0.90023756,0.88822395,0.8749509,0.85926265,0.8400297,0.81587005,0.784414,0.74145246,0.6726889,0.57767785,0.5479436,0.5458751,0.5507152,0.5586665,0.56911254,0.5824626,0.5994777,0.62064904,0.64621985,0.67652726,0.7102035,0.74649966,0.7869689,0.8373544,0.8999317,0.9476347,0.96823776,0.9748695,0.9747804,0.97025573,0.9618613,0.9495684,0.933148,0.91256905,0.8883588,0.86088324,0.83102614,0.79820234,0.7605216,0.7146656,0.6512767,0.5814753,0.5469611,0.53554946,0.5326526,0.53403485,0.53893274,0.5482157,0.5644072,0.59145176,0.62947446,0.67114776,0.71030945,0.75225484,0.7953705,0.84204525,0.89224774,0.93402696,0.9593305,0.9722038,0.9780023,0.97933394,0.9767814,0.96945864,0.9547504,0.92826456,0.8900685,0.8507045,0.8158532,0.78098255,0.74250233,0.694939,0.6335224,0.5769121,0.546754,0.53368086,0.52795696,0.5259439,0.52675056,0.5312343,0.54316604,0.57371664,0.62991035,0.67826587,0.7143718,0.7508654,0.7905039,0.8331789,0.8747149,0.90890646,0.93280613,0.94778645,0.9566696,0.961476,0.96298826,0.96063805,0.9509867,0.9215341,0.8633659,0.8172378,0.7853339,0.75426555,0.71906745,0.6732668,0.6171863,0.5687537,0.53994894,0.5250385,0.51702935,0.51249266,0.5101785,0.51039284,0.5165068,0.5484878,0.6287352,0.6731874,0.70136607,0.7316614,0.76498127,0.7991391,0.830323,0.8566018,0.87789595,0.89464855,0.90737736,0.9165712,0.9225672,0.9251197,0.9217316,0.8936275,0.8150248,0.76558805,0.7404194,0.7155686,0.6859065,0.6474215,0.60323185,0.56332606,0.53382295,0.5141614,0.50115806,0.492258,0.48600677,0.48211783,0.4827728,0.5094007,0.61511785,0.6528853,0.6757013,0.6999766,0.7229444,0.74165714,0.75562847,0.76615876,0.7750179,0.7841202,0.7954476,0.80441266,0.81560993,0.83775413,0.85708094,0.85537124,0.7832076,0.72925097,0.71871585,0.7098447,0.7024039,0.6979057,0.6979322,0.7029915,0.71223587,0.7233417,0.7317216,0.7256534
41,0.99999964,0.66206867,0.48605397,0.4018401,0.3734858,0.3741736,0.39212084,0.41276026,0.4135416,0.3873467,0.3765262,0.36939582,0.35883984,0.3447882,0.32854638,0.31169057,0.29541305,0.28024048,0.2660941,0.25242388,0.23845221,0.22357617,0.20801969,0.19308582,0.18036675,0.17374574,0.18648204,0.22543783,0.24305037,0.25486752,0.26787576,0.28255492,0.29946488,0.31971058,0.34447074,0.3739472,0.4070867,0.4415526,0.47043476,0.48803252,0.49261716,0.4814669,0.455352,0.43125996,0.41739166,0.40699688,0.3958614,0.3820632,0.36441743,0.3420837,0.3144849,0.28198522,0.24663219,0.21129513,0.18172638,0.16217959,0.15408698,0.15949354,0.18213859,0.2140747,0.23165648,0.2403717,0.2475181,0.255687,0.2666367,0.28287485,0.308815,0.35073125,0.40725774,0.4616494,0.49474335,0.50436664,0.49849498,0.4818791,0.45819432,0.43591717,0.42050835,0.41013327,0.40166536,0.3928665,0.38163993,0.3649773,0.33769962,0.29224712,0.23017995,0.17361654,0.13985446,0.12747498,0.13101374,0.1475115,0.17600606,0.20471473,0.22132324,0.230319,0.23667422,0.24262586,0.24984732,0.26102465,0.28281578,0.3336847,0.4239733,0.4909782,0.5145609,0.5131188,0.49944857,0.47924596,0.45697373,0.43695813,0.42126262,0.40943438,0.40008426,0.39184645,0.38317922,0.37143466,0.34978503,0.29625836,0.19721273,0.12938586,0.10611944,0.106100984,0.117615454,0.13882828,0.16748033,0.19326055,0.20962912,0.21948987,0.22635943,0.23201331,0.23772748,0.2454805,0.26131013,0.3180913,0.45167175,0.5110652,0.5177083,0.50774175,0.49107048,0.47162706,0.45249984,0.43521953,0.41999158,0.40655637,0.3946137,0.38393348,0.37398535,0.36331004,0.3468492,0.2919481,0.15710895,0.0885069,0.081147626,0.08786215,0.10122843,0.12100533,0.144759,0.16694878,0.18432754,0.19725949,0.20754352,0.2166537,0.22559778,0.23566526,0.2507271,0.3046106,0.48173636,0.52415955,0.5211388,0.5100365,0.4963528,0.48256198,0.46926585,0.455886,0.44132498,0.42394376,0.40104523,0.36750954,0.32998353,0.30962712,0.28340763,0.23456033,0.091323376,0.003917726,0.0,0.0015195954,0.0045673996,0.0073678847,0.008712757,0.00816152,0.006084534,0.0036605638,0.0033381882,0.011705192
42,0.115216754,0.1685364,0.22062732,0.30568594,0.41104215,0.5131588,0.60993516,0.6886682,0.71664304,0.68619424,0.67948586,0.67635494,0.66443396,0.6441174,0.6182007,0.5899495,0.5618211,0.53502774,0.5095624,0.484494,0.4584143,0.43023628,0.40042785,0.3714937,0.34644422,0.3326021,0.35492006,0.4265123,0.45930985,0.48186642,0.506923,0.5352428,0.5678962,0.6070122,0.65488297,0.7118982,0.77604485,0.8428829,0.8991609,0.93395275,0.9440094,0.9243167,0.8764318,0.83193773,0.80609906,0.7864441,0.76515174,0.7386254,0.70461565,0.6615204,0.608215,0.54541284,0.4770295,0.4085776,0.35108265,0.31265423,0.2959766,0.30487072,0.346163,0.40503794,0.43757555,0.4538822,0.46745488,0.48311877,0.5042009,0.5355334,0.58562297,0.6665913,0.77583456,0.8811128,0.94560677,0.9653373,0.95550036,0.92524534,0.8816043,0.8403829,0.8117559,0.7923444,0.7763473,0.7595681,0.73802286,0.70593184,0.65329504,0.5655356,0.44562608,0.3362056,0.2705278,0.24574533,0.25129116,0.2813335,0.33388758,0.387004,0.4178167,0.43461007,0.4465807,0.4578968,0.47172707,0.49323687,0.5352617,0.6334511,0.80779326,0.9373885,0.98360986,0.9820267,0.9571639,0.9199264,0.8787026,0.8415549,0.81233245,0.7902083,0.7726257,0.7570398,0.7405205,0.71798986,0.6762888,0.57299304,0.38172993,0.25055626,0.20504849,0.20402533,0.2249255,0.26404628,0.31707054,0.36484912,0.3952459,0.41363665,0.4265241,0.43719512,0.44804573,0.46287313,0.4933243,0.6028582,0.8606994,0.9756208,0.9892124,0.9711312,0.94033504,0.9042696,0.86871684,0.83653367,0.80811936,0.7829801,0.7605605,0.7404425,0.7216217,0.70130044,0.6697151,0.5638438,0.30349785,0.17074338,0.15587106,0.1679244,0.19254856,0.22916225,0.27319318,0.3143768,0.34668523,0.3708037,0.390064,0.4072071,0.4241092,0.44323716,0.4720437,0.5758711,0.9177312,0.99999917,0.99495196,0.9745008,0.9490827,0.9233267,0.8983622,0.8731213,0.8455719,0.81264436,0.7692372,0.70542145,0.63404185,0.5958379,0.5463297,0.45288265,0.17668854,0.007826043,0.0,0.0026299476,0.008230106,0.013438016,0.016008891,0.015118063,0.01143661,0.007150244,0.0068005295,0.02260857
